Time,Price,Volume
1775627087.43002,3842,41406500
1775627089.44,3842,41406500
1775627091.44273,3842,41406500
1775627093.44617,3842,41406800
1775627095.45002,3842,41408300
1775627097.46799,3842,41424900
1775627099.45961,3843,41428300
1775627101.46417,3843,41428500
1775627103.45522,3843,41428600
1775627105.47035,3843,41428700
1775627107.47455,3843,41428700
1775627109.47886,3843,41428700
1775627111.48267,3843,41433900
1775627113.48726,3843,41434100
1775627115.48887,3842,41434400
1775627117.49477,3842,41434500
1775627119.49909,3843,41434600
1775627121.48756,3842,41435700
1775627123.51635,3842,41436700
1775627125.51645,3842,41437200
1775627127.51708,3842,41437500
1775627129.52241,3842,41437600
1775627131.52615,3842,41439700
1775627133.53165,3842,41443600
1775627135.53433,3842,41443700
1775627137.5498,3842,41443700
1775627139.55404,3842,41443900
1775627141.5575,3842,41444900
1775627143.56411,3842,41444900
1775627145.58022,3844,41459700
1775627147.59503,3844,41460100
1775627149.58101,3844,41464100
1775627151.58781,3844,41464100
1775627153.59286,3844,41464800
1775627155.59844,3843,41466900
1775627157.60289,3843,41466900
1775627159.6243,3843,41468900
1775627161.61466,3843,41469100
1775627163.61706,3843,41469100
1775627165.62707,3842,41469600
1775627167.63931,3842,41469600
1775627169.64356,3842,41469700
1775627171.65208,3842,41469700
1775627173.659,3843,41471100
1775627175.66499,3843,41473100
1775627177.66881,3843,41473200
1775627179.66883,3843,41473200
1775627181.68883,3844,41485900
1775627183.7054,3845,41486500
1775627185.70847,3845,41488200
1775627187.71087,3845,41498900
1775627189.71992,3844,41499000
1775627191.72657,3845,41499500
1775627193.74838,3844,41500700
1775627195.75509,3843,41501300
1775627197.76489,3846,41541300
1775627199.76739,3846,41543200
1775627201.79649,3846,41543200
1775627203.79652,3845,41544200
1775627205.79704,3844,41545800
1775627207.78428,3844,41548900
1775627209.78563,3845,41550600
1775627211.78687,3845,41550700
1775627213.79573,3846,41551700
1775627215.79926,3844,41558900
1775627217.81935,3845,41559100
1775627219.83555,3844,41559500
1775627221.83836,3844,41559600
1775627223.83879,3844,41561700
1775627225.84177,3844,41565200
1775627227.84554,3844,41565700
1775627229.85081,3845,41567400
1775627231.85214,3845,41568900
1775627233.86045,3844,41569100
1775627235.85094,3843,41570200
1775627237.85766,3844,41570300
1775627239.8607,3844,41570300
1775627241.87674,3843,41577200
1775627243.89232,3841,41580600
1775627245.90628,3842,41580900
1775627247.89324,3842,41580900
1775627249.90857,3841,41584000
1775627251.92533,3841,41585500
1775627253.92882,3841,41586700
1775627255.92967,3841,41587800
1775627257.92607,3839,41593400
1775627259.92988,3839,41595200
1775627261.94566,3841,41597800
1775627263.95935,3840,41602500
1775627265.97533,3839,41603800
1775627267.9944,3840,41604600
1775627269.99349,3840,41609700
1775627272.00154,3840,41609800
1775627274.00885,3841,41612100
1775627276.00907,3841,41612200
1775627278.00803,3841,41612500
1775627280.00595,3841,41612500
1775627282.03214,3840,41615300
1775627284.02984,3840,41615500
1775627286.03272,3840,41616500
1775627288.06159,3840,41616500
1775627290.05233,3840,41619000
1775627292.05534,3840,41621700
1775627294.06035,3841,41623500
1775627296.05243,3840,41632300
1775627298.07005,3840,41632300
1775627300.08637,3841,41632600
1775627302.09985,3842,41634200
1775627304.11636,3841,41637200
1775627306.13381,3842,41638700
1775627308.15283,3841,41639400
1775627310.1606,3840,41641600
1775627312.16715,3840,41643100
1775627314.17141,3840,41643300
1775627316.17449,3840,41643300
1775627318.18912,3840,41643300
1775627320.20621,3840,41643300
1775627322.22356,3840,41643900
1775627324.23682,3840,41643900
1775627326.24244,3840,41645600
1775627328.243,3840,41645800
1775627330.2488,3840,41645800
1775627332.24167,3839,41645900
1775627334.26201,3839,41645900
1775627336.25373,3839,41652400
1775627338.25593,3839,41652400
1775627340.25526,3839,41655300
1775627342.25534,3839,41655300
1775627344.25843,3839,41655300
1775627346.26312,3840,41655400
1775627348.2666,3840,41655700
1775627350.25703,3840,41655700
1775627352.26535,3840,41656800
1775627354.25836,3840,41658100
1775627356.26325,3839,41658500
1775627358.25322,3839,41658800
1775627360.25431,3839,41658900
1775627362.25729,3839,41659100
1775627364.26215,3839,41659200
